Image,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,NAME_URL,NAME,NAME_URL17,NAME18,AGE,OVA,POT,TEAM_CONTRACT,TEAM_CONTRACT_URL,TEAM_CONTRACT19,TEAM_CONTRACT20,FOOT,BOV,BP_URL,BP,VALUE,WAGE,ATTACKING,CROSSING,FINISHING,HEADINGACCURACY,SHORTPASSING,VOLLEYS,SKILL,DRIBBLING,CURVE,FKACCURACY,LONGPASSING,BALLCONTROL,MOVEMENT,ACCELERATION,SPRINTSPEED,AGILITY,REACTIONS,BALANCE,POWER,SHOTPOWER,JUMPING,STAMINA,STRENGTH,LONGSHOTS,MENTALITY,AGGRESSION,INTERCEPTIONS,POSITIONING,VISION,PENALTIES,COMPOSURE,DEFENDING,MARKING,STANDINGTACKLE,SLIDINGTACKLE,GOALKEEPING,GKDIVING,GKHANDLING,GKKICKING,GKPOSITIONING,GKREFLEXES,TOTAL,BASESTATS,W_F,SM,A_W,D_W,IR,BODYTYPE,PAC,SHO,PAS,DRI,DEF,PHY,NAME_URL21,NAME22,NAME_URL23,NAME24
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",71,Aggression,,,,,,,,,,,,,,,https://sofifa.com/player/256197/piero-hincapie/230008/,P. Hincapié,https://sofifa.com/players?pn=7,LB,20,78,85,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/32/bayer-04-leverkusen/,Bayer 04 Leverkusen,"
2021 ~ 2026",Left,79,https://sofifa.com/players?pn=5,CB,€26.5M,€33K,278,55,40,76,78,29,305,70,56,32,74,73,377,79,86,73,74,65,305,50,80,74,74,27,294,76,77,55,53,33,76,239,76,79,84,49,9,15,10,6,9,1847,410,2 ,3,Medium,Medium,1 ,Normal (170-185),83,39,64,71,78,75,https://sofifa.com/players?pn=5,CB,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/251805/jurrien-timber/230008/,J. Timber,https://sofifa.com/players?pn=5,CB,21,80,88,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/245/ajax/,Ajax,"
2019 ~ 2025",Right,82,https://sofifa.com/players?pn=5,CB,€44.5M,€14K,293,60,41,71,80,41,299,76,44,31,70,78,386,78,83,73,78,74,352,58,85,81,82,46,327,76,82,63,64,42,85,243,83,83,77,48,6,6,8,14,14,1948,434,3 ,3,High,Medium,2 ,Normal (170-185),81,47,67,77,81,81,https://sofifa.com/players?pn=3,RB,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/41236/zlatan-ibrahimovic/230008/,Z. Ibrahimović,https://sofifa.com/players?pn=25,ST,40,82,82,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/47/milan/,Milan,"
2020 ~ 2023",Right,82,https://sofifa.com/players?pn=25,ST,€0,€63K,401,71,84,82,77,87,385,75,79,74,72,85,311,55,61,67,77,51,367,86,77,34,85,85,355,84,20,88,83,80,90,89,28,37,24,59,13,15,10,9,12,1967,402,4 ,5,Medium,Low,5 ,Unique,58,85,76,77,34,72,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/241486/jules-kounde/230008/,J. Koundé,https://sofifa.com/players?pn=5,CB,23,84,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/241/fc-barcelona/,FC Barcelona,"
2022 ~ 2027",Right,85,https://sofifa.com/players?pn=5,CB,€57.5M,€150K,285,45,47,80,81,32,289,72,42,26,75,74,398,85,83,71,85,74,332,48,88,76,80,40,313,75,86,47,62,43,82,253,85,85,83,56,11,10,8,14,13,1926,430,3 ,2,High,High,2 ,Normal (170-185),84,45,64,74,85,78,https://sofifa.com/players?pn=3,RB,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/241637/aurelien-tchouameni/230008/,A. Tchouaméni,https://sofifa.com/players?pn=10,CDM,22,83,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/243/real-madrid/,Real Madrid,"
2022 ~ 2028",Right,84,https://sofifa.com/players?pn=14,CM,€53.5M,€145K,345,68,67,74,86,50,371,78,76,53,84,80,373,75,72,73,83,70,391,78,74,83,81,75,377,80,84,75,83,55,83,240,81,81,78,48,9,8,12,12,7,2145,462,3 ,3,Medium,High,2 ,Lean (185+),73,70,79,78,81,81,https://sofifa.com/players?pn=14,CM,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",79,Reactions,80,Marking,84,Standing Tackle,79,Sliding Tackle,76,Composure,80,Overall Rating,88,Potential,,Height,https://sofifa.com/player/243715/william-saliba/230008/,W. Saliba,https://sofifa.com/players?pn=5,CB,21,81,89,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/1/arsenal/,Arsenal,"
2019 ~ 2024",Right,83,https://sofifa.com/players?pn=5,CB,€54M,€62K,275,58,37,67,79,34,313,72,55,35,73,78,351,77,84,50,81,59,308,60,72,69,84,23,317,82,83,43,62,47,79,249,83,85,81,42,7,10,6,8,11,1855,420,3 ,2,Medium,High,2 ,Normal (185+),81,39,67,72,82,79,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/254796/noni-madueke/230008/,N. Madueke,https://sofifa.com/players?pn=23,RW,20,77,86,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/247/psv/,PSV,"
2019 ~ 2025",Left,78,https://sofifa.com/players?pn=18,CAM,€23M,€16K,317,65,72,42,71,67,368,85,75,63,64,81,419,92,89,84,74,80,349,73,76,64,64,72,281,53,31,67,69,61,71,111,42,32,37,51,5,13,6,12,15,1896,409,4 ,4,Medium,Low,1 ,Lean (170-185),90,71,68,82,36,62,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/211110/paulo-dybala/230008/,P. Dybala,https://sofifa.com/players?pn=21,CF,28,86,86,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/52/roma/,Roma,"
2022 ~ 2025",Left,87,https://sofifa.com/players?pn=18,CAM,€69.5M,€130K,397,82,83,58,86,88,439,90,89,88,79,93,417,84,76,88,79,90,375,84,74,68,60,89,342,43,42,82,91,84,79,112,32,41,39,26,5,4,4,5,8,2108,439,3 ,4,High,Low,3 ,Unique,80,85,85,90,40,59,https://sofifa.com/players?pn=18,CAM,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/244067/maxence-lacroix/230008/,M. Lacroix,https://sofifa.com/players?pn=5,CB,22,77,86,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/175/vfl-wolfsburg/,VfL Wolfsburg,"
2020 ~ 2025",Right,79,https://sofifa.com/players?pn=5,CB,€22M,€34K,238,35,29,74,72,28,263,66,37,26,66,68,371,85,89,64,78,55,302,46,80,67,82,27,274,74,80,32,50,38,80,232,79,78,75,56,14,7,12,12,11,1736,397,2 ,2,Medium,High,2 ,Normal (185+),87,33,55,67,78,77,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/253149/jeremie-frimpong/230008/,J. Frimpong,https://sofifa.com/players?pn=3,RB,21,80,86,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/32/bayer-04-leverkusen/,Bayer 04 Leverkusen,"
2021 ~ 2025",Right,81,https://sofifa.com/players?pn=12,RM,€31.5M,€38K,312,83,62,49,75,43,343,85,74,47,58,79,446,96,93,91,76,90,318,53,72,84,61,48,335,74,71,76,75,39,71,224,73,77,74,54,12,7,8,13,14,2032,448,3 ,3,High,Medium,1 ,Normal (170-185),94,56,73,83,72,70,https://sofifa.com/players?pn=2,RWB,https://sofifa.com/players?pn=12,RM
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",68,Stamina,,,,,,,,,,,,,,,https://sofifa.com/player/190460/christian-eriksen/230008/,C. Eriksen,https://sofifa.com/players?pn=14,CM,30,83,83,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/11/manchester-united/,Manchester United,"
2022 ~ 2025",Right,83,https://sofifa.com/players?pn=14,CM,€34.5M,€145K,381,88,72,52,89,80,433,77,89,87,90,90,350,63,60,68,81,78,344,84,49,74,52,85,335,46,55,75,87,72,88,138,59,57,22,43,9,14,7,7,6,2024,417,5 ,4,Medium,Medium,3 ,Unique,61,78,88,81,53,56,https://sofifa.com/players?pn=10,CDM,https://sofifa.com/players?pn=18,CAM
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",88,Dribbling,,,,,,,,,,,,,,,https://sofifa.com/player/192985/kevin-de-bruyne/230008/,K. De Bruyne,https://sofifa.com/players?pn=14,CM,31,91,91,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/10/manchester-city/,Manchester City,"
2015 ~ 2025",Right,91,https://sofifa.com/players?pn=14,CM,€107.5M,€350K,410,94,85,55,93,83,442,87,89,83,93,90,394,76,73,76,91,78,409,92,63,89,74,91,404,75,64,88,94,83,89,183,65,65,53,56,15,13,5,10,13,2298,482,5 ,4,High,Medium,4 ,Unique,74,88,93,87,63,77,https://sofifa.com/players?pn=18,CAM,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/212616/rodrigo-javier-de-paul/230008/,R. De Paul,https://sofifa.com/players?pn=14,CM,28,84,84,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/240/atletico-madrid/,Atlético Madrid,"
2021 ~ 2026",Right,84,https://sofifa.com/players?pn=14,CM,€42M,€85K,368,78,76,58,85,71,412,82,84,76,85,85,393,80,76,78,81,78,396,80,68,91,79,78,385,76,79,78,86,66,81,227,71,81,75,56,13,12,10,7,14,2237,476,3 ,4,High,Medium,1 ,Normal (170-185),78,77,83,82,75,81,https://sofifa.com/players?pn=12,RM,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/232488/cristian-romero/230008/,C. Romero,https://sofifa.com/players?pn=5,CB,24,83,88,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/18/tottenham-hotspur/,Tottenham Hotspur,"
2022 ~ 2027",Right,86,https://sofifa.com/players?pn=5,CB,€49.5M,€95K,299,42,48,83,74,52,283,59,54,38,64,68,364,75,72,67,82,68,326,51,85,72,82,36,296,90,82,43,41,40,80,257,86,86,85,47,5,7,11,10,14,1872,407,2 ,3,Medium,High,3 ,Normal (185+),73,46,57,65,85,81,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/237383/alessandro-bastoni/230008/,A. Bastoni,https://sofifa.com/players?pn=5,CB,23,84,90,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/44/inter/,Inter,"
2017 ~ 2024",Left,86,https://sofifa.com/players?pn=5,CB,€60.5M,€75K,291,70,26,82,78,35,313,70,53,36,78,76,346,68,77,58,86,57,324,49,75,81,82,37,312,84,85,39,57,47,82,256,87,87,82,48,11,5,9,11,12,1890,416,3 ,2,Medium,High,1 ,Lean (185+),73,35,69,71,86,82,,,,
https://cdn.sofifa.net/players/notfound_0_60.png,"FIFA 23 Dec 17, 2022",76,Crossing,85,Short Passing,73,Curve,81,Long Passing,58,Marking,,,,,,,https://sofifa.com/player/237692/phil-foden/230008/,P. Foden,https://sofifa.com/players?pn=27,LW,22,85,92,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/10/manchester-city/,Manchester City,"
2016 ~ 2027",Left,88,https://sofifa.com/players?pn=18,CAM,€109.5M,€180K,351,79,80,47,86,59,404,87,75,68,83,91,429,86,78,91,83,91,338,82,49,83,47,77,354,64,59,82,85,64,84,166,60,59,47,52,8,15,6,10,13,2094,448,3 ,4,High,High,3 ,Lean (170-185),82,78,83,88,57,60,https://sofifa.com/players?pn=21,CF,https://sofifa.com/players?pn=18,CAM
https://cdn.sofifa.net/players/239/085/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/239085/erling-haaland/230008/,E. Haaland,https://sofifa.com/players?pn=25,ST,21,89,94,https://cdn.sofifa.net/teams/notfound_30.png,https://sofifa.com/team/10/manchester-city/,Manchester City,"
2022 ~ 2027",Left,91,https://sofifa.com/players?pn=25,ST,€160M,€230K,382,47,94,79,74,88,352,78,77,62,53,82,413,82,94,76,89,72,429,94,74,81,93,87,369,85,43,91,74,76,85,126,44,53,29,52,7,14,13,11,7,2123,461,3 ,3,High,Medium,4 ,Unique,89,91,65,80,49,87,,,,
https://cdn.sofifa.net/players/241/721/23_60.png,"FIFA 23 Dec 17, 2022",,Real Face,,,,,,,,,,,,,,,https://sofifa.com/player/241721/rafael-da-conceicao-leao/230008/,Rafael Leão,https://sofifa.com/players?pn=27,LW,23,84,90,https://cdn.sofifa.net/teams/47/30.png,https://sofifa.com/team/47/milan/,Milan,"
2019 ~ 2024",Right,84,https://sofifa.com/players?pn=27,LW,€66.5M,€90K,368,75,80,63,76,74,378,89,80,60,63,86,427,90,92,82,83,80,371,80,62,77,80,72,303,60,24,82,74,63,81,67,22,24,21,57,10,12,15,11,9,1971,428,4 ,4,Medium,Low,1 ,Normal (185+),91,77,73,86,27,74,https://sofifa.com/players?pn=16,LM,,
https://cdn.sofifa.net/players/251/470/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/251470/charles-de-ketelaere/230008/,C. De Ketelaere,https://sofifa.com/players?pn=25,ST,21,78,88,https://cdn.sofifa.net/teams/47/30.png,https://sofifa.com/team/47/milan/,Milan,"
2022 ~ 2027",Left,81,https://sofifa.com/players?pn=18,CAM,€32M,€49K,380,74,78,75,77,76,388,83,73,72,77,83,368,73,77,78,76,64,378,77,69,83,75,74,341,57,61,77,79,67,79,163,45,61,57,49,11,8,14,8,8,2067,438,4 ,4,High,High,1 ,Lean (185+),75,76,76,81,57,73,https://sofifa.com/players?pn=27,LW,,
https://cdn.sofifa.net/players/251/566/23_60.png,"FIFA 23 Dec 17, 2022",61,Volleys,84,Dribbling,88,Acceleration,86,Sprint Speed,82,Agility,79,Balance,72,Shot Power,61,Strength,https://sofifa.com/player/251566/gabriel-teodoro-martinelli-silva/230008/,Gabriel Martinelli,https://sofifa.com/players?pn=16,LM,21,79,88,https://cdn.sofifa.net/teams/1/30.png,https://sofifa.com/team/1/arsenal/,Arsenal,"
2019 ~ 2024",Right,80,https://sofifa.com/players?pn=25,ST,€39.5M,€62K,366,74,78,72,72,70,354,86,72,65,50,81,421,89,87,86,79,80,338,77,55,78,63,65,330,80,37,78,75,60,75,131,44,44,43,35,10,6,7,6,6,1975,429,3 ,4,High,High,1 ,Lean (170-185),88,74,69,83,45,70,https://sofifa.com/players?pn=27,LW,,
https://cdn.sofifa.net/players/257/179/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/257179/goncalo-bernardo-inacio/230008/,Gonçalo Inácio,https://sofifa.com/players?pn=5,CB,20,79,88,https://cdn.sofifa.net/teams/237/30.png,https://sofifa.com/team/237/sporting-cp/,Sporting CP,"
2019 ~ 2026",Left,81,https://sofifa.com/players?pn=5,CB,€36M,€11K,253,30,23,77,78,45,254,49,29,27,76,73,356,78,81,65,77,55,321,67,72,76,78,28,311,77,78,48,68,40,75,242,81,82,79,36,6,6,7,10,7,1773,395,2 ,2,Medium,High,1 ,Lean (185+),80,36,61,61,80,77,,,,
https://cdn.sofifa.net/players/262/118/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/262118/tino-livramento/230008/,T. Livramento,https://sofifa.com/players?pn=3,RB,19,75,85,https://cdn.sofifa.net/teams/17/30.png,https://sofifa.com/team/17/southampton/,Southampton,"
2021 ~ 2026",Right,75,https://sofifa.com/players?pn=3,RB,€11.5M,€22K,284,68,47,55,73,41,318,74,64,51,57,72,394,82,83,78,72,79,295,47,66,74,62,46,303,70,75,60,57,41,66,212,67,74,71,56,10,12,8,13,13,1862,406,4 ,2,High,Medium,1 ,Normal (170-185),83,47,65,74,70,67,,,,
https://cdn.sofifa.net/players/263/578/23_60.png,"FIFA 23 Dec 17, 2022",48,Finishing,74,Dribbling,75,Ball Control,83,Acceleration,84,Sprint Speed,81,Agility,73,Overall Rating,83,Potential,https://sofifa.com/player/263578/alejandro-balde-martinez/230008/,Balde,https://sofifa.com/players?pn=7,LB,18,74,85,https://cdn.sofifa.net/teams/241/30.png,https://sofifa.com/team/241/fc-barcelona/,FC Barcelona,"
2021 ~ 2024",Left,75,https://sofifa.com/players?pn=16,LM,€8.5M,€24K,293,72,51,61,77,32,300,75,56,28,65,76,398,88,86,80,70,74,273,53,45,73,63,39,289,47,66,63,72,41,64,203,63,70,70,43,5,8,7,10,13,1799,407,4 ,3,High,Medium,1 ,Lean (170-185),87,48,70,75,66,61,https://sofifa.com/players?pn=16,LM,https://sofifa.com/players?pn=3,RB
https://cdn.sofifa.net/players/264/388/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/264388/alberto-moleiro-gonzalez/230008/,Moleiro,https://sofifa.com/players?pn=16,LM,18,74,87,https://cdn.sofifa.net/teams/472/30.png,https://sofifa.com/team/472/las-palmas/,Las Palmas,"
2021 ~ 2026",Right,78,https://sofifa.com/players?pn=18,CAM,€10M,€3K,315,59,69,57,77,53,330,79,59,42,74,76,383,80,74,80,66,83,312,68,61,65,56,62,320,60,45,72,84,59,60,141,40,48,53,45,6,9,11,8,11,1846,397,3 ,3,Medium,Medium,1 ,Normal (170-),77,66,72,77,46,59,https://sofifa.com/players?pn=14,CM,https://sofifa.com/players?pn=18,CAM
https://cdn.sofifa.net/players/265/695/23_60.png,"FIFA 23 Dec 17, 2022",,Contract Valid Until,,,,,,,,,,,,,,,https://sofifa.com/player/265695/matias-soule/230008/,M. Soulé,https://sofifa.com/players?pn=23,RW,19,70,85,https://cdn.sofifa.net/teams/45/30.png,https://sofifa.com/team/45/juventus/,Juventus,"
2021 ~ 2026",Left,72,https://sofifa.com/players?pn=16,LM,€3.8M,€28K,326,74,58,49,76,69,380,81,79,73,66,81,358,77,75,79,50,77,298,66,59,67,34,72,227,33,19,50,56,69,54,88,28,31,29,63,15,8,11,15,14,1740,359,4 ,4,High,Medium,1 ,Lean (170-185),76,63,70,78,29,43,,,,
https://cdn.sofifa.net/players/190/460/23_60.png,"FIFA 23 Dec 17, 2022",68,Stamina,,,,,,,,,,,,,,,https://sofifa.com/player/190460/christian-eriksen/230008/,C. Eriksen,https://sofifa.com/players?pn=14,CM,30,83,83,https://cdn.sofifa.net/teams/11/30.png,https://sofifa.com/team/11/manchester-united/,Manchester United,"
2022 ~ 2025",Right,83,https://sofifa.com/players?pn=14,CM,€34.5M,€145K,381,88,72,52,89,80,433,77,89,87,90,90,350,63,60,68,81,78,344,84,49,74,52,85,335,46,55,75,87,72,88,138,59,57,22,43,9,14,7,7,6,2024,417,5 ,4,Medium,Medium,3 ,Unique,61,78,88,81,53,56,https://sofifa.com/players?pn=10,CDM,https://sofifa.com/players?pn=18,CAM
https://cdn.sofifa.net/players/192/985/23_60.png,"FIFA 23 Dec 17, 2022",88,Dribbling,,,,,,,,,,,,,,,https://sofifa.com/player/192985/kevin-de-bruyne/230008/,K. De Bruyne,https://sofifa.com/players?pn=14,CM,31,91,91,https://cdn.sofifa.net/teams/10/30.png,https://sofifa.com/team/10/manchester-city/,Manchester City,"
2015 ~ 2025",Right,91,https://sofifa.com/players?pn=14,CM,€107.5M,€350K,410,94,85,55,93,83,442,87,89,83,93,90,394,76,73,76,91,78,409,92,63,89,74,91,404,75,64,88,94,83,89,183,65,65,53,56,15,13,5,10,13,2298,482,5 ,4,High,Medium,4 ,Unique,74,88,93,87,63,77,https://sofifa.com/players?pn=18,CAM,,
https://cdn.sofifa.net/players/224/232/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/224232/nicolo-barella/230008/,N. Barella,https://sofifa.com/players?pn=14,CM,25,86,89,https://cdn.sofifa.net/teams/44/30.png,https://sofifa.com/team/44/inter/,Inter,"
2020 ~ 2026",Right,88,https://sofifa.com/players?pn=14,CM,€89.5M,€110K,371,79,73,53,86,80,398,80,79,67,85,87,426,80,78,90,88,90,401,77,78,94,73,79,407,84,83,81,86,73,86,239,79,79,81,54,11,5,13,14,11,2296,480,3 ,3,High,High,3 ,Normal (170-),79,76,83,84,77,81,,,,
https://cdn.sofifa.net/players/232/411/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/232411/christopher-nkunku/230008/,C. Nkunku,https://sofifa.com/players?pn=21,CF,24,86,89,https://cdn.sofifa.net/teams/112172/30.png,https://sofifa.com/team/112172/rb-leipzig/,RB Leipzig,"
2019 ~ 2024",Right,89,https://sofifa.com/players?pn=18,CAM,€94M,€90K,383,81,86,61,85,70,419,89,82,80,80,88,439,87,89,88,85,90,358,79,59,78,64,78,361,59,64,86,85,67,81,180,62,64,54,43,5,6,10,15,7,2183,468,3 ,5,Medium,Medium,3 ,Normal (170-185),88,81,83,88,62,66,https://sofifa.com/players?pn=18,CAM,https://sofifa.com/players?pn=25,ST
https://cdn.sofifa.net/players/237/383/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/237383/alessandro-bastoni/230008/,A. Bastoni,https://sofifa.com/players?pn=5,CB,23,84,90,https://cdn.sofifa.net/teams/44/30.png,https://sofifa.com/team/44/inter/,Inter,"
2017 ~ 2024",Left,86,https://sofifa.com/players?pn=5,CB,€60.5M,€75K,291,70,26,82,78,35,313,70,53,36,78,76,346,68,77,58,86,57,324,49,75,81,82,37,312,84,85,39,57,47,82,256,87,87,82,48,11,5,9,11,12,1890,416,3 ,2,Medium,High,1 ,Lean (185+),73,35,69,71,86,82,,,,
https://cdn.sofifa.net/players/245/630/23_60.png,"FIFA 23 Dec 17, 2022",,Height,,Body Type,,,,,,,,,,,,,https://sofifa.com/player/245630/youssouf-fofana/230008/,Y. Fofana,https://sofifa.com/players?pn=10,CDM,23,79,84,https://cdn.sofifa.net/teams/69/30.png,https://sofifa.com/team/69/monaco/,Monaco,"
2020 ~ 2024",Right,80,https://sofifa.com/players?pn=10,CDM,€24.5M,€43K,312,66,64,58,78,46,354,77,66,56,77,78,358,68,68,70,77,75,362,76,59,83,75,69,370,77,78,74,77,64,76,228,74,80,74,45,12,7,12,5,9,2029,437,3 ,3,Medium,High,2 ,Normal (185+),68,67,74,76,75,77,https://sofifa.com/players?pn=14,CM,,
https://cdn.sofifa.net/players/200/145/23_60.png,"FIFA 23 Dec 17, 2022",58,Crossing,62,Volleys,68,Curve,83,Long Passing,77,Vision,87,Marking,,+ Solid Player,,+ Long Passer (AI),https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/230008/,Casemiro,https://sofifa.com/players?pn=10,CDM,30,89,89,https://cdn.sofifa.net/teams/11/30.png,https://sofifa.com/team/11/manchester-united/,Manchester United,"
2022 ~ 2026",Right,89,https://sofifa.com/players?pn=10,CDM,€86M,€240K,355,62,64,80,84,65,375,67,72,74,84,78,340,60,66,61,87,66,432,88,85,88,90,81,398,91,88,75,78,66,84,265,90,88,87,67,13,14,16,12,12,2232,462,3 ,2,Medium,High,3 ,Unique,63,73,77,72,88,89,,,,
https://cdn.sofifa.net/players/212/616/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/212616/rodrigo-javier-de-paul/230008/,R. De Paul,https://sofifa.com/players?pn=14,CM,28,84,84,https://cdn.sofifa.net/teams/240/30.png,https://sofifa.com/team/240/atletico-madrid/,Atlético Madrid,"
2021 ~ 2026",Right,84,https://sofifa.com/players?pn=14,CM,€42M,€85K,368,78,76,58,85,71,412,82,84,76,85,85,393,80,76,78,81,78,396,80,68,91,79,78,385,76,79,78,86,66,81,227,71,81,75,56,13,12,10,7,14,2237,476,3 ,4,High,Medium,1 ,Normal (170-185),78,77,83,82,75,81,https://sofifa.com/players?pn=12,RM,,
https://cdn.sofifa.net/players/222/382/23_60.png,"FIFA 23 Dec 17, 2022",75,Dribbling,79,FK Accuracy,76,Ball Control,75,Acceleration,75,Sprint Speed,75,Shot Power,78,Long Shots,65,Positioning,https://sofifa.com/player/222382/luis-chavez/230008/,L. Chávez,https://sofifa.com/players?pn=14,CM,26,78,81,,https://sofifa.com/players?na=83,,"
Free",Left,80,https://sofifa.com/players?pn=18,CAM,€0,€0,331,74,64,48,80,65,396,79,76,82,78,81,377,80,80,71,75,71,355,83,42,84,64,82,349,60,67,70,82,70,72,215,70,75,70,52,7,10,14,9,12,2075,445,3 ,3,High,High,1 ,Lean (170-185),80,72,79,78,69,67,https://sofifa.com/players?pn=10,CDM,,
https://cdn.sofifa.net/players/232/756/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/232756/fikayo-tomori/230008/,F. Tomori,https://sofifa.com/players?pn=5,CB,24,84,90,https://cdn.sofifa.net/teams/47/30.png,https://sofifa.com/team/47/milan/,Milan,"
2021 ~ 2027",Right,86,https://sofifa.com/players?pn=5,CB,€60.5M,€75K,277,56,33,83,73,32,270,61,38,40,65,66,399,80,90,74,84,71,341,56,83,73,84,45,280,83,85,37,48,27,81,257,86,89,82,51,10,13,10,11,7,1875,419,4 ,2,Medium,High,2 ,Lean (185+),86,40,60,66,86,81,,,,
https://cdn.sofifa.net/players/234/574/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/234574/jose-diogo-dalot-teixeira/230008/,Diogo Dalot,https://sofifa.com/players?pn=3,RB,23,80,86,https://cdn.sofifa.net/teams/11/30.png,https://sofifa.com/team/11/manchester-united/,Manchester United,"
2018 ~ 2023",Right,80,https://sofifa.com/players?pn=3,RB,€31M,€90K,326,78,52,73,79,44,360,81,80,52,70,77,389,80,84,77,77,71,392,79,86,83,76,68,354,81,75,77,74,47,76,228,74,77,77,40,10,6,10,6,8,2089,450,4 ,4,High,High,2 ,Normal (170-185),82,61,75,78,75,79,,,,
https://cdn.sofifa.net/players/238/794/23_60.png,,,,,,,,,,,,,,,,,,https://sofifa.com/player/238794/vinicius-jose-de-oliveira-junior/230008/,Vinícius Jr.,https://sofifa.com/players?pn=27,LW,21,86,92,https://cdn.sofifa.net/teams/243/30.png,https://sofifa.com/team/243/real-madrid/,Real Madrid,"
2018 ~ 2025",Right,86,https://sofifa.com/players?pn=27,LW,€109M,€200K,353,72,84,50,75,72,393,92,77,62,73,89,449,95,95,94,82,83,373,76,75,84,62,76,306,58,26,82,75,65,79,75,32,25,18,36,5,7,7,7,10,1985,434,4 ,5,High,High,2 ,Lean (170-185),95,79,74,90,29,67,,,,
https://cdn.sofifa.net/players/243/585/23_60.png,"FIFA 23 Dec 17, 2022",54,Shot Power,70,GK Diving,72,GK Kicking,67,GK Positioning,72,GK Reflexes,70,Overall Rating,84,Potential,,Real Face,https://sofifa.com/player/243585/gavin-bazunu/230008/,G. Bazunu,https://sofifa.com/players?pn=0,GK,20,71,85,https://cdn.sofifa.net/teams/17/30.png,https://sofifa.com/team/17/southampton/,Southampton,"
2022 ~ 2027",Right,71,https://sofifa.com/players?pn=0,GK,€4M,€15K,79,11,5,11,45,7,109,12,14,12,51,20,253,49,43,54,65,42,205,55,79,16,50,5,108,16,9,8,60,15,38,39,16,12,11,355,72,68,73,68,74,1148,402,2 ,1,Medium,Medium,1 ,Lean (185+),72,68,73,74,47,68,,,,
